id,Strength
5407,50.5611711142667
5408,20.82447208430938
5409,34.22655803037768
5410,47.9892151104028
5411,31.909456661239226
5412,42.26016273230171
5413,32.70052851616875
5414,22.915531443742324
5415,45.269547175530036
5416,39.06456749053999
5417,43.09374306627432
5418,49.62899562698756
5419,42.394087025735196
5420,48.018000968174135
5421,33.08867338122138
5422,20.354030477369385
5423,51.162829364303946
5424,45.357517322779756
5425,38.24434764349887
5426,51.49530149204192
5427,16.03801393192121
5428,18.485449101527784
5429,16.786574850546234
5430,26.037951219064446
5431,19.197275107873597
5432,47.23383010680527
5433,18.842232476713516
5434,40.149120525543246
5435,40.17965132323168
5436,36.94000207162326
5437,39.833440603973116
5438,30.98069135555118
5439,45.78151834890628
5440,35.973763070754494
5441,18.17239076841905
5442,40.497676564749455
5443,36.64408490275798
5444,36.788205137527314
5445,19.760483245203748
5446,40.455662731093334
5447,39.42876503970387
5448,16.831360345326637
5449,49.47355090896917
5450,39.819997221900344
5451,49.27423459055566
5452,22.273652248213295
5453,33.289399709176465
5454,36.769406677723794
5455,39.9127041653622
5456,36.1787789863268
5457,19.710725748979126
5458,36.208300939452684
5459,28.2206282174621
5460,29.904866429811797
5461,25.820723013905948
5462,22.650468900905082
5463,38.715926788884076
5464,36.76616098405988
5465,48.96405548955843
5466,42.93257731649649
5467,41.18019097676415
5468,14.829979217009605
5469,37.932322861312535
5470,16.170978132741777
5471,33.1250287290496
5472,27.979135687231377
5473,24.806008062556025
5474,50.51138939313893
5475,17.972815734367256
5476,49.66909613919019
5477,42.87741611299134
5478,37.53961922981448
5479,21.89601776528016
5480,38.81831844335999
5481,40.10284207101828
5482,36.8192579430409
5483,35.019927197776724
5484,39.261134278401265
5485,43.36301640227298
5486,48.04832437716165
5487,41.824485976008596
5488,38.02167540519905
5489,45.96207752080409
5490,40.93897825805668
5491,18.90761349913752
5492,47.57282087415495
5493,33.97410537884382
5494,38.595469968049414
5495,24.749590323238905
5496,37.96816356969846
5497,39.51671435332325
5498,39.094525873078425
5499,51.168600002248105
5500,39.79671994800894
5501,25.218091783685082
5502,39.44867857067338
5503,18.60404493679712
5504,52.58707862111419
5505,33.53137990257081
5506,39.34545439733628
5507,42.280986071224675
5508,35.25026840872616
5509,36.959583809766514
5510,47.853749345808595
5511,41.09525614207917
5512,19.335945550846
5513,48.00599931237467
5514,13.738060414854926
5515,40.17059987090541
5516,49.47355090896917
5517,38.03243747966886
5518,41.18019097676415
5519,19.13232442118991
5520,47.23383010680527
5521,39.56406649200339
5522,30.001728723234542
5523,38.61205516716406
5524,14.171014236737319
5525,34.4469894521782
5526,12.560924109070648
5527,35.55920761141129
5528,28.158887602257526
5529,51.00441173503764
5530,39.47374154057767
5531,46.069636022587886
5532,53.78593521068326
5533,26.865493344670153
5534,48.99036293374823
5535,14.382506507666777
5536,49.4038513434749
5537,13.873437176683213
5538,40.59357626889452
5539,17.647160148884286
5540,20.931543806211522
5541,40.20452924673703
5542,19.99570133818072
5543,52.79794621835795
5544,20.28372635504402
5545,37.016419246701915
5546,47.54864838083961
5547,31.775917281301272
5548,29.814008933932833
5549,31.983281053388858
5550,37.681151846702356
5551,33.394597203742826
5552,16.15901791002534
5553,35.70664828227895
5554,12.801714667274286
5555,45.70531605024983
5556,36.76616098405988
5557,40.455662731093334
5558,21.441456195298187
5559,47.669871869771846
5560,17.710501157719637
5561,33.394597203742826
5562,48.278876293548635
5563,36.94000207162326
5564,39.5757937994115
5565,42.462591855241044
5566,34.75394644889074
5567,26.54960146326822
5568,48.68440912430169
5569,48.63688575553537
5570,31.2427670905231
5571,14.641508635338003
5572,19.761576600493733
5573,36.208300939452684
5574,37.818076552829794
5575,16.170978132741777
5576,31.50869211498078
